Temperature,SatVapPressure,VapPressure,Material
1.4150882286686641,679.3611877055819,575.571637787024,Brick
1.3883397947029066,678.0570732383756,574.884367793005,Brick
1.361591360737149,676.7551758518406,574.1970977989861,Brick
1.3348429267713915,675.4554922952536,573.5098278049671,Brick
1.308094492805634,674.1580193218272,572.8225578109482,Brick
1.2813460588398764,672.8627536887086,572.1352878169292,Brick
1.2545976248741189,671.569692156975,571.4480178229103,Brick
1.2278491909083613,670.27883149163,570.7607478288913,Brick
1.2011007569426038,668.990168461601,570.0734778348724,Brick
1.1743523229768462,667.7036998397327,569.3862078408534,Brick
1.1476038890110887,666.4194224027882,568.6989378468345,Brick
1.1208554550453311,665.1373329314401,568.0116678528155,Brick
1.0941070210795736,663.8574282102716,567.3243978587966,Brick
1.067358587113816,662.5797050277693,566.6371278647777,Brick
1.0406101531480585,661.3041601763223,565.9498578707587,Brick
1.013861719182301,660.0307904522157,565.2625878767398,Brick
0.9871132852165434,658.7595926556304,564.5753178827208,Brick
0.9603648512507859,657.490563590636,563.8880478887019,Brick
0.9336164172850283,656.2237000651911,563.2007778946829,Brick
0.9068679833192708,654.9589988911356,562.513507900664,Brick
0.8801195493535132,653.6964568841904,561.826237906645,Brick
0.8533711153877557,652.4360708639508,561.1389679126261,Brick
0.8266226814219981,651.1778376538862,560.4516979186071,Brick
0.7998742474562406,649.9217540813348,559.7644279245882,Brick
0.773125813490483,648.6678169774985,559.0771579305692,Brick
0.7463773795247255,647.4160231774426,558.3898879365503,Brick
0.719628945558968,646.1663695200899,557.7026179425313,Brick
0.6928805115932104,644.9188528482175,557.0153479485124,Brick
0.6661320776274529,643.673470008453,556.3280779544934,Brick
0.6393836436616953,642.4302178512735,555.6408079604745,Brick
0.6126352096959378,641.1890932309975,554.9535379664555,Brick
0.5858867757301802,639.9500930057842,554.2662679724366,Brick
0.5591383417644227,638.7132140376307,553.5789979784176,Brick
0.5323899077986651,637.4784531923667,552.8917279843987,Brick
0.505641473832845,613.3381797926235,552.0043618133611,Brick
